Height,Width,Length,Colour Scheme,Maker Elf ID,Checker Elf ID,Defective
4.13,3.62,13.66,"Red",8,6,False
5.34,1.97,9.11,"Purple",11,14,False
3.78,1.76,9.13,"Red",4,11,False
2.87,1.62,15.72,"Green",3,1,False
5.59,1.02,15.88,"Pink",15,14,False
8.59,2.75,11.4,"Orange",12,12,False
4.19,3.03,9.94,"Green",3,15,True
3.13,1.03,8.91,"Green",7,15,False
9.98,1.74,12.6,"Orange",9,10,False
2.03,2.46,14.01,"Green",7,9,False
9.57,2.26,15.64,"Yellow",9,14,False
7.35,1.71,10.02,"Blue",6,6,False
7.65,2.97,14.83,"Blue",6,8,True
5.05,1.44,10.43,"Orange",10,2,False
6.8,2.74,7.49,"Blue",10,1,True
4.83,2.36,8.12,"Yellow",11,15,False
7.68,2.05,8.82,"Yellow",13,13,False
7.18,2.34,15.32,"Purple",4,10,False
9.38,2.02,9.82,"Pink",13,13,True
3.01,1.22,10.02,"Pink",13,1,False
3.1,2.31,9.83,"Purple",13,13,False
11.11,5.99,12.53,"Green",6,12,True
3.13,3.1,15.19,"Pink",10,9,False
7.13,2.57,9.94,"Yellow",14,11,False
6.53,1.63,12.78,"Red",10,15,False
8.15,1.06,8.3,"Green",11,4,False
8.04,3.28,12.55,"Green",15,3,False
4.05,2.51,13.28,"Pink",15,4,False
3.32,1.55,9.01,"Purple",3,11,False
3.87,2.96,8.71,"Purple",8,14,False
5.6,2.17,14.14,"Red",9,7,False
2.88,3.38,12.83,"Pink",9,2,False
9.87,2.15,14.99,"Pink",11,14,False
3.36,1.3,11.77,"Yellow",3,6,False
3.12,3.48,15.18,"Yellow",3,11,False
3.51,2.34,8.73,"Purple",8,14,False
3.39,3.5,12.9,"Yellow",14,10,True
5.51,1.27,7.97,"Yellow",11,10,True
2.49,1.95,13.42,"Blue",4,3,False
10.91,2.88,10.23,"Green",8,10,True
9.17,3.08,10.32,"Orange",7,4,False
6.69,3.69,13.98,"Yellow",6,11,False
5.5,4.36,8.41,"Blue",4,16,True
9.88,1.44,12.05,"Yellow",7,14,False
4.2,3.26,10.25,"Green",9,6,False
5.37,2.28,12.1,"Yellow",2,11,False
10.29,3.41,11.41,"Green",6,1,True
7.88,1.38,11.29,"Green",3,7,False
3.26,3.13,15.43,"Green",9,2,False
9.14,3.97,13.95,"Pink",13,11,False
5.4,1.38,14.48,"Yellow",5,2,False
3.89,1.68,12.08,"Green",10,7,False
4.64,3.6,12.88,"Green",12,14,False
2.21,3.67,12.74,"Pink",7,2,False
4.59,3.98,8.9,"Pink",14,13,False
9.01,1.83,10.7,"Pink",7,11,False
7.57,3.1,10.6,"Blue",1,10,False
5.33,1.2,15.84,"Green",14,9,False
5.02,2.39,15.13,"Orange",6,11,False
8.43,3.78,9.57,"Blue",11,8,False
11.9,3.84,7.16,"Green",8,6,True
2.51,3.1,8.96,"Pink",10,1,False
8.83,3.61,11.94,"Purple",12,3,True
11.88,1.99,12.36,"Orange",6,19,True
2.88,3.72,14.38,"Green",17,11,True
7.51,1.01,14.94,"Blue",12,8,False
2.67,1.46,12.8,"Red",1,6,False
2.76,2.38,9.61,"Orange",9,15,False
3.4,2.13,8.65,"Blue",6,14,False
3.18,3.8,10.43,"Red",4,2,False
10.35,5.02,5.33,"Green",4,16,True
2.74,3.75,11.91,"Red",14,10,False
8.34,3.47,12.72,"Green",7,3,False
9.76,2.25,10.14,"Orange",3,1,False
8.38,3.0,8.75,"Blue",1,8,False
9.96,1.99,9.19,"Orange",5,6,False
7.31,3.25,15.21,"Blue",18,11,True
4.48,2.33,11.1,"Yellow",11,1,False
9.4,3.75,13.82,"Pink",14,2,False
10.89,2.63,9.08,"Yellow",11,12,True
5.13,3.47,8.32,"Green",9,14,False
4.91,2.38,14.6,"Red",9,8,False
5.1,3.1,8.75,"Orange",1,6,False
7.34,1.03,8.29,"Pink",4,6,False
8.71,1.76,11.57,"Green",4,8,False
6.86,1.69,15.76,"Red",6,12,False
2.14,2.01,8.0,"Red",14,7,False
8.04,2.81,10.42,"Yellow",3,7,False
6.2,3.69,10.96,"Purple",11,9,False
6.61,2.92,9.89,"Green",12,10,False
2.89,4.0,12.19,"Yellow",12,2,False
7.74,1.73,10.61,"Yellow",2,7,False
2.99,3.91,15.9,"Pink",14,9,False
3.95,3.06,10.76,"Purple",7,12,False
6.37,3.5,14.55,"Yellow",4,5,True
2.18,3.35,15.45,"Blue",14,15,False
3.31,1.31,9.63,"Purple",6,7,False
9.02,3.55,10.17,"Pink",13,7,False
5.71,1.7,11.35,"Yellow",9,3,False
2.5,2.02,8.1,"Orange",4,13,False
3.28,2.36,14.58,"Blue",3,13,False
8.06,3.79,10.39,"Purple",5,11,False
4.86,2.79,10.13,"Blue",5,10,False
3.89,2.65,12.8,"Yellow",2,8,False
3.7,2.36,8.75,"Blue",10,10,False
5.05,2.82,13.77,"Pink",3,1,False
7.76,1.42,10.4,"Green",4,14,True
7.22,3.2,15.77,"Orange",15,15,False
6.69,1.37,10.9,"Purple",15,6,False
7.17,1.97,10.14,"Red",10,14,False
4.41,1.59,9.1,"Pink",4,2,False
8.32,3.72,10.45,"Red",4,4,False
5.7,1.61,5.18,"Pink",13,8,True
5.41,3.68,14.42,"Orange",6,15,False
6.65,3.01,15.47,"Purple",6,14,False
3.94,3.07,10.71,"Orange",11,13,False
4.21,2.18,8.81,"Blue",6,7,False
9.44,4.37,13.06,"Blue",11,10,True
9.88,3.94,4.07,"Blue",18,15,True
6.73,3.88,14.71,"Pink",5,2,False
7.02,3.08,14.13,"Blue",8,3,False
8.9,1.93,12.24,"Blue",6,11,True
3.7,2.44,14.89,"Blue",9,15,False
2.34,3.32,9.66,"Red",11,2,False
3.71,1.48,14.5,"Orange",9,14,False
4.76,2.81,15.43,"Red",12,6,False
3.81,3.81,10.23,"Orange",10,3,False
8.06,3.8,12.52,"Red",10,8,False
9.69,2.16,9.97,"Green",10,14,False
5.56,2.44,8.67,"Red",9,14,False
9.62,1.62,15.94,"Pink",13,15,False
8.42,3.08,15.01,"Green",7,13,False
9.07,3.84,15.85,"Purple",14,4,False
4.89,1.09,9.66,"Green",9,4,False
2.08,2.12,14.66,"Purple",8,19,True
5.38,3.29,15.58,"Blue",2,14,False
4.91,3.35,9.86,"Blue",14,8,False
5.79,3.13,15.74,"Red",13,12,False
7.97,2.44,9.57,"Purple",15,10,True
7.21,3.62,8.13,"Yellow",1,4,False
5.07,1.5,8.75,"Blue",15,10,False
5.88,1.01,8.19,"Green",12,6,False
6.54,3.78,11.02,"Purple",18,5,True
6.02,3.77,15.68,"Green",14,10,False
5.48,3.58,13.25,"Purple",1,15,False
7.05,2.86,15.05,"Yellow",13,10,False
7.28,3.48,13.58,"Purple",2,4,False
5.38,1.64,8.2,"Green",9,15,True
8.93,1.04,9.11,"Green",2,5,False
2.69,1.31,10.66,"Green",13,12,False
4.02,3.32,11.19,"Blue",3,7,False
7.12,1.83,14.23,"Red",5,1,False
8.31,1.42,15.02,"Green",13,7,False
7.73,2.63,15.31,"Blue",8,13,False
2.63,2.7,11.49,"Pink",9,14,False
5.58,1.77,9.03,"Purple",1,14,False
3.67,1.78,12.09,"Purple",9,4,False
4.46,3.21,15.74,"Yellow",15,1,True
3.77,3.09,15.87,"Green",12,11,False
7.92,3.12,8.56,"Purple",9,10,False
9.51,1.25,8.09,"Purple",15,2,False
6.29,3.29,11.09,"Purple",10,13,False
4.46,3.69,9.82,"Orange",14,14,True
4.84,2.18,13.91,"Yellow",14,8,False
2.98,3.75,15.74,"Green",1,11,False
8.31,3.36,14.59,"Purple",6,6,True
2.55,2.72,15.39,"Orange",9,11,False
4.15,3.51,10.49,"Yellow",15,5,False
5.93,1.09,12.04,"Red",3,6,False
2.36,1.94,15.34,"Green",3,13,False
6.02,2.58,12.55,"Blue",5,4,False
3.85,2.42,9.01,"Orange",11,14,False
2.14,1.57,15.53,"Orange",7,10,False
3.78,2.17,12.74,"Green",3,6,False
6.42,2.68,14.11,"Purple",6,1,False
5.95,1.46,11.7,"Purple",6,11,False
4.91,3.0,9.72,"Pink",14,13,False
9.92,3.05,5.33,"Blue",6,15,True
6.53,3.13,8.87,"Green",6,5,False
7.06,3.1,14.63,"Orange",8,7,False
9.42,3.75,13.77,"Blue",9,7,False
9.21,2.59,8.25,"Yellow",5,3,False
11.32,5.15,8.02,"Purple",15,10,True
3.91,1.33,10.76,"Purple",5,7,False
2.09,1.1,12.89,"Green",15,3,False
4.29,2.61,14.87,"Blue",12,5,False
5.36,1.07,11.62,"Pink",11,9,False
9.25,3.3,10.44,"Purple",11,11,False
7.13,2.64,10.28,"Green",7,15,False
2.58,1.01,14.44,"Blue",2,13,False
8.74,2.15,8.01,"Purple",10,1,False
8.16,1.39,11.76,"Orange",9,10,False
8.27,1.64,9.08,"Blue",10,2,False
6.7,3.39,10.63,"Orange",1,15,False
8.61,5.37,11.75,"Blue",5,8,True
5.72,2.94,12.21,"Blue",10,10,True
9.24,4.67,15.85,"Pink",15,15,True
7.82,2.35,9.46,"Purple",10,15,True
8.31,1.73,11.32,"Yellow",12,6,False
5.35,1.69,13.36,"Pink",14,6,False
5.14,1.81,8.67,"Orange",7,1,False
8.67,1.97,9.51,"Yellow",12,10,False
9.31,3.21,10.86,"Red",7,9,False
5.48,4.45,8.92,"Yellow",4,10,True
4.93,3.78,12.21,"Green",12,11,False
10.78,2.69,6.85,"Red",10,13,True
4.39,1.86,11.73,"Blue",13,11,False
3.64,4.88,5.97,"Purple",11,12,True
4.26,2.89,12.5,"Blue",6,3,False
6.68,2.67,12.31,"Purple",7,15,False
3.1,1.62,13.14,"Orange",9,7,False
6.02,1.49,10.1,"Purple",4,10,False
8.47,2.97,9.51,"Red",2,15,False
9.15,3.62,10.68,"Pink",1,13,False
2.41,1.33,15.81,"Red",15,15,False
9.73,4.3,15.3,"Orange",11,14,True
9.41,1.41,12.79,"Pink",10,15,False
2.79,1.32,11.92,"Orange",7,10,False
3.8,2.05,8.24,"Green",11,9,False
8.05,2.98,14.05,"Green",5,1,False
4.12,3.92,14.48,"Purple",15,5,True
8.66,2.53,4.59,"Pink",1,3,True
9.49,2.2,8.92,"Purple",6,9,False
5.36,2.1,15.14,"Green",2,4,False
6.78,2.07,15.69,"Red",12,8,False
7.4,2.57,10.2,"Purple",7,4,False
3.42,1.64,10.73,"Yellow",2,13,False
3.46,1.92,8.35,"Red",10,9,False
9.43,2.12,15.95,"Blue",4,1,False
4.74,1.54,13.84,"Blue",3,8,False
5.24,3.08,13.93,"Orange",9,1,False
9.24,1.24,12.77,"Green",8,3,False
8.2,4.36,12.48,"Pink",12,5,True
9.63,1.46,9.87,"Red",8,7,False
4.3,2.48,12.3,"Purple",1,14,False
8.07,4.33,13.69,"Blue",6,16,True
2.26,2.41,12.03,"Yellow",5,7,False
3.64,3.91,12.09,"Red",5,6,False
6.96,3.18,8.69,"Pink",15,11,False
8.95,1.43,13.24,"Pink",4,12,False
5.31,3.62,14.55,"Red",12,11,False
2.18,3.01,8.99,"Orange",12,4,False
2.73,3.17,15.37,"Purple",1,12,False
3.38,2.69,8.45,"Red",6,15,False
5.38,3.37,12.27,"Pink",15,5,False
6.87,2.45,15.69,"Blue",5,10,True
2.8,1.79,12.9,"Pink",5,1,False
3.8,1.57,13.66,"Blue",4,7,False
9.03,5.45,9.0,"Blue",6,14,True
4.29,2.86,14.07,"Red",11,1,False
5.13,3.37,10.76,"Purple",5,14,True
4.97,1.97,12.02,"Green",11,10,False
8.11,2.05,12.7,"Red",9,2,False
6.66,3.85,15.01,"Purple",5,11,False
9.22,1.84,8.51,"Green",11,13,True
3.78,3.01,8.54,"Green",12,8,False
6.83,1.81,12.6,"Red",15,8,False
6.82,3.08,13.51,"Green",12,10,False
8.79,2.48,15.81,"Orange",2,8,False
5.56,1.11,12.33,"Red",2,2,False
4.1,3.04,13.5,"Orange",8,13,False
7.32,3.99,13.47,"Purple",4,14,False
7.21,1.28,10.16,"Pink",5,5,False
2.28,3.82,10.26,"Orange",2,13,False
6.12,2.81,12.97,"Purple",3,11,False
2.96,3.29,9.49,"Blue",10,14,False
2.73,2.65,14.22,"Red",5,1,False
9.32,3.7,10.25,"Orange",1,14,False
6.92,3.32,10.55,"Orange",10,5,False
9.14,3.53,10.49,"Yellow",5,10,False
6.78,1.51,15.2,"Pink",2,4,False
8.09,3.36,10.28,"Red",5,1,False
3.09,5.74,8.54,"Purple",6,4,True
6.78,2.78,12.94,"Purple",2,10,False
5.07,2.6,11.64,"Blue",11,1,False
9.38,3.15,10.93,"Purple",2,14,False
8.88,2.5,15.56,"Pink",7,9,False
7.6,2.91,11.59,"Red",4,9,False
2.75,2.0,9.4,"Purple",15,4,False
7.88,1.24,8.65,"Blue",1,1,False
9.43,2.34,13.55,"Orange",14,4,False
7.95,5.04,15.79,"Red",12,4,True
6.24,1.97,14.95,"Yellow",3,4,False
6.78,2.21,9.32,"Orange",1,12,False
5.61,3.69,9.92,"Red",14,15,False
2.59,1.26,15.71,"Green",9,8,False
6.43,1.34,11.28,"Blue",3,19,True
6.96,2.1,12.62,"Red",13,7,False
9.58,2.36,9.69,"Blue",3,10,False
6.63,2.68,10.93,"Yellow",10,6,False
2.84,3.13,14.92,"Green",4,8,False
4.45,1.83,11.68,"Orange",11,12,False
2.72,1.9,13.6,"Red",14,3,False
2.61,3.37,15.96,"Purple",7,11,False
9.07,1.84,9.23,"Yellow",14,5,True
3.83,3.5,8.71,"Green",7,13,False
7.34,1.46,15.45,"Yellow",11,13,False
9.91,3.18,6.98,"Purple",10,16,True
9.25,2.51,8.51,"Blue",9,15,False
5.48,1.64,11.01,"Pink",5,8,True
4.1,3.95,13.94,"Pink",14,2,True
6.06,1.02,13.32,"Orange",1,5,False
4.07,3.84,11.3,"Orange",9,4,False
2.99,2.6,10.57,"Red",6,11,False
5.66,2.29,10.22,"Yellow",9,8,False
7.31,2.05,14.81,"Purple",6,5,False
9.01,4.64,13.23,"Red",11,15,True
9.09,3.42,8.54,"Orange",12,7,False
6.0,2.91,13.82,"Pink",8,10,False
8.72,2.21,10.95,"Green",14,6,False
8.84,5.78,11.48,"Blue",12,5,True
7.29,2.27,10.1,"Red",3,6,False
7.2,1.41,13.92,"Pink",7,1,False
3.33,3.04,5.82,"Blue",5,15,True
7.71,3.11,13.96,"Orange",3,6,False
7.36,2.03,14.36,"Red",5,12,False
5.36,2.78,15.32,"Pink",6,9,False
5.98,2.14,9.62,"Green",8,3,False
3.52,3.23,12.05,"Green",3,14,False
2.83,1.73,12.1,"Purple",10,7,False
6.03,3.03,9.81,"Green",7,14,False
5.6,2.66,15.92,"Green",9,13,False
3.11,3.69,14.44,"Orange",16,5,True
9.28,3.49,12.01,"Pink",7,8,False
8.45,3.2,9.76,"Pink",15,12,False
6.0,2.24,12.93,"Purple",2,14,False
9.3,2.36,11.02,"Purple",14,6,False
4.05,2.2,11.38,"Yellow",7,3,False
5.04,1.8,11.39,"Blue",9,2,False
9.43,1.62,12.04,"Green",8,9,False
7.39,3.71,14.54,"Orange",5,6,False
6.54,2.52,13.85,"Green",11,14,False
2.72,1.13,11.34,"Red",8,8,False
3.25,3.11,10.82,"Yellow",6,6,False
9.12,4.73,13.51,"Orange",8,3,True
3.14,3.05,8.57,"Blue",6,3,False
6.57,3.08,11.22,"Purple",11,14,False
3.45,3.53,13.8,"Green",1,8,False
8.17,1.03,10.61,"Blue",4,3,False
7.65,2.46,9.64,"Orange",12,10,False
2.15,2.35,13.82,"Blue",9,3,False
4.22,1.77,13.19,"Purple",5,15,False
9.9,3.09,16.0,"Red",10,11,False
2.59,2.71,14.55,"Orange",17,14,True
8.47,2.57,9.05,"Purple",5,11,False
4.33,3.66,9.24,"Blue",6,2,False
8.05,2.75,15.06,"Yellow",9,13,False
7.91,3.23,10.91,"Purple",7,12,False
9.9,1.33,10.11,"Red",9,4,False
6.08,3.68,10.34,"Pink",3,11,False
5.42,3.45,12.03,"Yellow",3,6,False
8.69,5.07,7.47,"Pink",5,13,True
11.34,3.85,4.5,"Blue",8,8,True
8.27,3.24,11.44,"Green",3,13,True
2.17,3.86,15.36,"Green",14,11,False
5.87,3.79,10.97,"Pink",14,5,False
9.83,2.05,15.98,"Orange",6,5,False
9.36,1.22,15.69,"Blue",10,12,False
3.17,1.15,11.05,"Purple",13,1,False
7.66,3.65,15.3,"Purple",12,9,False
9.77,1.5,8.67,"Yellow",8,3,False
2.89,2.1,14.42,"Red",3,7,False
9.5,5.94,8.13,"Green",10,16,True
7.85,3.09,13.59,"Pink",10,7,False
6.27,2.86,9.6,"Yellow",10,1,False
9.2,3.05,8.49,"Yellow",15,3,False
8.58,3.71,9.72,"Blue",10,14,False
9.01,1.67,9.84,"Orange",6,11,False
6.67,3.69,10.87,"Pink",12,11,False
2.11,2.1,15.92,"Red",5,2,False
7.03,2.22,8.73,"Purple",1,11,False
9.87,1.1,10.51,"Orange",9,5,False
5.93,1.87,10.39,"Pink",9,1,False
5.94,1.29,14.99,"Green",14,7,False
7.75,2.66,12.0,"Purple",3,7,False
4.23,2.94,12.06,"Green",14,4,False
9.97,3.04,13.68,"Yellow",6,6,False
9.82,3.48,13.73,"Purple",10,10,False
9.78,3.24,8.54,"Purple",7,6,False
11.08,3.05,8.51,"Yellow",4,11,True
7.06,3.93,10.05,"Yellow",14,12,False
2.1,1.51,15.74,"Blue",13,6,False
5.43,3.9,15.24,"Yellow",15,11,False
7.59,3.66,10.57,"Green",15,9,False
7.34,2.23,11.01,"Purple",12,14,False
5.19,3.22,8.86,"Yellow",9,8,False
4.15,2.5,13.68,"Orange",6,2,False
8.42,2.38,10.75,"Purple",12,7,False
8.15,2.15,15.29,"Red",8,14,False
9.88,2.51,4.12,"Red",9,17,True
9.56,2.16,15.69,"Orange",8,11,False
3.34,3.61,9.78,"Orange",7,9,False
8.68,3.27,15.92,"Orange",12,15,True
2.5,1.02,4.05,"Blue",15,7,True
8.88,3.83,14.77,"Orange",4,8,False
2.78,3.26,12.7,"Yellow",13,10,False
7.56,2.87,10.24,"Purple",9,10,False
9.45,2.77,15.31,"Purple",6,13,False
9.44,2.71,12.56,"Yellow",2,3,False
9.54,1.95,9.93,"Pink",10,14,False
4.88,1.54,13.3,"Pink",14,2,False
8.16,5.17,6.95,"Red",15,8,True
7.0,2.88,8.47,"Pink",12,4,False
9.54,2.05,14.14,"Green",13,11,False
7.92,2.13,10.72,"Yellow",9,5,False
3.15,1.88,11.09,"Purple",5,15,False
6.88,2.33,11.19,"Red",13,4,True
6.23,3.06,11.1,"Green",2,13,False
5.42,2.67,9.5,"Pink",14,5,False
8.04,2.84,10.48,"Blue",13,2,False
6.4,3.91,15.31,"Blue",15,15,True
3.23,1.25,13.8,"Pink",13,6,False
3.78,1.41,11.04,"Red",5,15,False
7.17,3.41,8.92,"Green",7,9,False
5.85,4.73,5.68,"Green",8,14,True
9.89,1.85,8.41,"Orange",2,8,False
6.24,1.34,8.48,"Red",9,8,False
5.83,2.25,10.98,"Orange",8,11,False
8.03,2.98,11.21,"Red",3,3,False
7.99,2.63,8.28,"Orange",2,10,True
4.04,2.45,9.84,"Yellow",7,7,False
6.84,1.02,15.47,"Green",5,2,False
3.73,1.03,13.19,"Green",15,14,False
8.96,3.33,9.91,"Blue",19,17,True
3.59,3.94,8.17,"Orange",9,4,False
4.56,3.82,8.83,"Purple",3,7,False
5.28,3.19,12.7,"Pink",14,4,False
5.46,1.09,9.58,"Blue",5,8,False
6.74,2.63,9.4,"Blue",8,6,False
9.32,1.28,13.82,"Pink",7,2,False
7.31,3.43,14.99,"Blue",3,15,False
5.95,1.84,10.98,"Blue",12,1,False
8.4,1.06,13.22,"Green",9,14,False
9.67,2.48,8.2,"Green",8,3,False
3.9,1.73,8.84,"Blue",7,2,False
8.43,3.18,9.94,"Red",6,15,False
6.72,2.95,11.15,"Purple",8,14,False
4.6,1.08,12.37,"Purple",4,11,False
6.56,3.92,8.34,"Green",13,6,False
9.43,2.46,15.63,"Yellow",8,2,False
9.84,1.25,14.47,"Orange",2,8,False
7.3,2.13,15.1,"Yellow",15,4,False
11.6,3.48,15.65,"Green",13,17,True
7.0,2.32,12.57,"Purple",2,10,True
9.07,1.42,11.05,"Red",6,4,False
5.98,1.71,14.08,"Blue",11,6,False
9.02,2.43,10.86,"Blue",2,8,False
2.42,2.31,4.39,"Green",11,17,True
7.08,2.61,14.13,"Pink",2,13,False
6.92,3.68,8.01,"Orange",3,3,False
9.41,1.67,10.79,"Orange",7,10,True
2.28,1.24,15.49,"Pink",1,14,True
5.29,2.99,8.38,"Red",2,12,False
2.34,2.41,9.5,"Purple",6,3,False
2.4,3.55,10.55,"Red",7,6,False
3.27,2.42,11.82,"Purple",10,6,False
7.06,4.27,9.69,"Red",6,13,True
9.7,1.22,14.79,"Pink",6,3,False
4.3,2.06,10.57,"Orange",15,14,False
7.03,3.49,9.44,"Yellow",3,5,False
7.49,2.06,11.03,"Purple",5,2,False
8.55,3.8,14.62,"Red",13,6,False
4.28,3.64,10.3,"Orange",9,10,True
3.88,2.35,11.81,"Red",12,13,False
9.05,2.32,12.29,"Yellow",4,15,False
9.88,2.37,12.53,"Pink",12,6,False
8.59,1.22,10.21,"Red",13,15,False
2.42,1.15,10.4,"Red",6,11,False
9.83,3.52,14.65,"Red",2,9,False
6.75,3.93,8.04,"Red",11,9,False
3.21,1.16,8.73,"Red",1,12,False
5.0,2.36,14.05,"Blue",2,2,False
7.69,2.43,9.87,"Red",3,12,False
8.94,4.4,10.11,"Blue",19,6,True
8.78,2.81,13.32,"Green",13,5,False
2.96,3.06,13.52,"Yellow",1,1,False
3.24,2.23,13.99,"Green",15,17,True
2.41,2.15,14.03,"Pink",2,4,False
6.49,3.83,9.93,"Yellow",14,3,False
3.77,1.36,9.67,"Red",5,5,False
4.31,1.8,10.65,"Pink",5,10,False
2.63,1.22,11.1,"Yellow",12,10,False
2.89,2.81,15.59,"Orange",1,1,False
2.47,2.46,13.49,"Green",9,14,False
3.53,3.61,8.78,"Pink",13,3,True
6.27,1.12,13.52,"Green",6,9,False
8.39,3.87,15.99,"Blue",12,15,False
7.31,1.89,13.83,"Yellow",11,5,False
9.28,3.23,12.5,"Orange",10,5,False
9.53,1.66,9.55,"Blue",14,2,False
2.47,3.24,15.39,"Pink",6,1,True
3.21,2.17,14.97,"Red",6,14,False
8.39,3.14,10.24,"Green",3,2,False
7.73,2.47,12.31,"Blue",5,18,True
6.24,3.51,11.23,"Red",8,5,False
3.55,2.07,14.96,"Red",14,15,False
2.36,1.7,11.4,"Orange",13,2,False
7.31,1.65,15.22,"Yellow",11,8,False
6.89,1.99,14.04,"Pink",11,14,False
3.96,2.39,13.55,"Blue",15,9,False
3.58,1.91,10.73,"Yellow",3,3,False
2.44,2.88,9.29,"Orange",1,6,False
9.31,2.97,9.91,"Pink",7,9,False
7.34,3.25,12.05,"Blue",15,12,False
3.08,3.47,13.55,"Orange",15,12,False
5.42,3.42,12.87,"Yellow",6,2,False
6.09,1.66,15.01,"Red",7,8,False
2.99,2.05,10.47,"Red",3,13,False
2.19,3.86,11.74,"Pink",3,10,False
2.12,1.82,13.5,"Red",11,3,False
2.85,1.83,15.72,"Yellow",15,8,False
9.96,3.65,11.18,"Pink",13,8,False
4.27,2.42,12.49,"Green",5,14,False
3.98,2.0,12.97,"Yellow",5,14,True
9.52,1.73,13.75,"Orange",2,11,False
9.45,3.82,14.29,"Orange",8,12,False
8.02,1.73,11.96,"Blue",8,10,False
4.21,2.56,4.65,"Pink",14,10,True
4.45,3.42,14.35,"Green",14,3,False
2.68,5.63,8.6,"Red",10,4,True
8.37,2.24,9.0,"Pink",4,10,False
5.21,3.44,10.31,"Green",1,4,False
7.63,1.43,12.77,"Yellow",6,3,False
3.09,2.23,9.41,"Pink",10,10,False
7.52,2.82,12.4,"Yellow",3,5,False
4.96,3.27,10.15,"Purple",5,3,False
5.32,1.71,11.18,"Green",12,9,False
6.87,4.81,5.48,"Blue",4,17,True
5.2,3.41,11.95,"Red",2,11,False
5.88,3.59,9.65,"Yellow",4,10,False
8.4,1.75,14.51,"Purple",7,14,False
4.58,2.19,14.5,"Red",5,10,False
8.56,4.64,13.63,"Orange",13,15,True
2.53,2.22,8.23,"Purple",2,9,False
2.52,4.88,8.4,"Red",11,8,True
8.71,3.87,8.81,"Pink",9,6,False
6.84,2.87,8.79,"Green",19,10,True
9.09,1.59,12.12,"Purple",7,5,False
6.63,1.83,12.79,"Green",12,12,False
10.09,1.04,10.14,"Orange",12,13,True
8.12,2.64,12.96,"Red",8,15,False
11.38,3.68,12.56,"Red",7,17,True
5.73,1.18,13.91,"Purple",4,14,False
5.13,3.8,13.6,"Purple",1,13,False
5.73,2.38,8.05,"Red",2,9,False
2.5,2.08,15.32,"Red",7,13,False
9.68,3.35,9.01,"Red",13,6,False
4.96,1.09,11.84,"Green",15,11,False
9.09,1.5,15.75,"Red",3,3,False
6.05,1.62,11.7,"Pink",8,15,False
4.09,3.7,12.6,"Pink",4,14,False
5.35,2.52,10.54,"Blue",1,10,True
2.29,2.09,12.85,"Yellow",14,13,True
9.73,1.5,11.16,"Purple",1,7,False
6.66,2.64,13.74,"Green",10,14,False
6.58,1.86,8.91,"Pink",12,1,False
3.83,2.1,8.57,"Green",4,9,True
2.99,2.45,15.8,"Pink",5,1,False
7.67,3.58,13.43,"Orange",6,10,False
9.08,3.43,14.13,"Red",7,15,False
2.34,1.52,8.93,"Green",10,5,False
9.65,1.33,9.81,"Yellow",13,9,False
7.11,3.99,14.07,"Orange",15,7,False
5.81,3.05,15.15,"Green",5,4,False
6.81,2.12,8.01,"Purple",10,11,False
4.25,1.86,11.34,"Red",6,6,False
2.5,4.0,13.5,"Green",14,9,False
8.82,3.92,15.64,"Red",5,7,False
6.93,1.26,11.92,"Red",13,12,True
3.43,2.27,11.87,"Purple",8,6,False
4.67,2.97,10.76,"Red",11,4,False
8.7,3.02,9.29,"Blue",9,15,False
7.77,1.52,13.87,"Orange",5,6,False
7.18,1.91,14.89,"Yellow",2,10,False
8.42,3.58,13.55,"Blue",4,5,False
9.3,3.3,6.44,"Blue",3,13,True
2.87,3.93,15.36,"Red",6,9,False
6.29,2.54,12.89,"Green",1,12,False
6.62,2.87,8.51,"Green",8,6,False
8.47,1.04,15.72,"Pink",7,5,False
3.16,1.08,13.6,"Blue",12,5,False
8.62,3.78,14.52,"Orange",3,12,False
9.24,2.14,9.37,"Blue",10,5,False
3.84,2.64,13.09,"Red",1,13,False
2.76,2.88,9.2,"Green",4,3,False
7.27,2.97,8.32,"Red",6,13,False
9.13,5.05,9.01,"Red",4,13,True
5.53,1.42,8.56,"Yellow",15,5,False
2.1,2.39,12.18,"Green",14,6,False
7.86,2.45,15.97,"Red",11,13,False
9.61,3.18,12.45,"Yellow",1,15,False
2.16,2.97,11.91,"Blue",8,5,False
9.39,3.32,10.2,"Orange",14,14,True
6.93,2.11,10.85,"Green",11,10,False
8.84,2.84,9.56,"Red",14,10,False
8.87,1.92,13.63,"Green",6,2,False
4.16,2.89,8.07,"Pink",12,9,False
5.03,4.0,12.18,"Blue",9,2,False
6.9,2.0,11.84,"Orange",8,5,False
9.39,3.79,12.05,"Orange",3,14,False
2.61,2.0,15.58,"Blue",6,11,False
8.21,3.35,10.91,"Orange",7,9,True
6.81,3.26,10.48,"Orange",6,13,False
9.01,2.12,10.41,"Red",6,8,False
3.34,1.3,12.26,"Green",10,12,False
2.22,3.51,11.54,"Orange",1,14,False
7.83,1.68,8.78,"Red",12,8,False
6.04,3.09,10.11,"Pink",1,14,False
3.71,3.45,13.22,"Orange",7,11,False
7.97,2.94,8.63,"Red",9,4,False
8.16,2.59,10.41,"Yellow",14,13,True
8.66,2.43,4.03,"Blue",15,10,True
